DATE,Real_Effective,SP500,BUSLOANS,Month_3,CPIAUCSL,CCI,Inflation,Housing,long_term,NFCI,M3,Unemployment_Rate,SMB,HML,RMW,CMA,Mkt_minus_RF,F_D,E_D,C_D
2002-04-01,123.92,1076.920044,1000.2754,1.87,179.3,100.903,0.0164,43.81,5.21,-0.4775,5.48E+12,5.9,6.66,3.92,4.57,5.41,-5.2,8.59748456,8.513845337,0.885369116
2002-05-01,121.5,1067.140015,990.9856,1.82,179.5,100.8776,0.0118,41.41,5.16,-0.55,5.51E+12,5.8,-3.07,1.68,2.27,2.42,-1.38,8.878095376,8.606292114,2.318458074
2002-06-01,119.34,989.820007,984.1179,1.81,179.6,100.6329,0.0107,37.92,4.93,-0.4825,5.53E+12,5.8,3.78,0.12,3.62,2.51,-7.21,32.93479989,24.00855227,6.581605694
2002-07-01,117.02,911.619995,976.6672,1.79,180,100.3054,0.0146,32.46,4.65,-0.355,5.58E+12,5.8,-6.24,-3.44,4.19,-0.72,-8.18,60.25328124,48.84766207,2.931508383
2002-08-01,118.5,916.070007,972.462,1.73,180.5,100.0354,0.018,31.53,4.26,-0.302,5.62E+12,5.7,-1.27,2.52,1.15,-1.61,0.5,8.282753795,6.794815389,0.203671735
2002-09-01,119.19,815.280029,966.2924,1.76,180.8,99.79924,0.0151,28.89,3.87,-0.265,5.64E+12,5.7,3.07,1.32,3.24,-2.28,-10.35,16.67745582,13.67481783,1.166105393
2002-10-01,119.94,885.76001,962.8162,1.73,181.2,99.62095,0.0203,29.24,3.94,-0.25,5.69E+12,5.7,-4.12,-5.45,-3.28,0.92,7.84,20.70972225,7.954440617,0.169012066
2002-11-01,118.45,936.309998,960.5241,1.39,181.5,99.63564,0.022,32.03,4.05,-0.324,5.74E+12,5.9,2.9,-1.12,-9.13,5.12,5.96,25.76285758,10.5413462,0.297983259
2002-12-01,117.32,879.820007,957.8306,1.34,181.8,99.63316,0.0238,32.59,4.03,-0.355,5.76E+12,6,0.5,2.23,6.04,-1.59,-5.76,21.62387607,17.31677871,0.668671539
2003-01-01,115.69,855.700012,950.3755,1.29,182.6,99.4588,0.026,31.43,4.05,-0.36,5.79E+12,5.8,0.81,-0.93,-0.63,0.81,-2.57,18.14655205,11.17584732,0.187814814
2003-02-01,116.08,841.150024,941.6423,1.27,183.6,99.30415,0.0298,28.46,3.9,-0.385,5.83E+12,5.9,-0.89,-1.45,1.04,-0.55,-1.88,13.0157384,10.15310363,0.783754552
2003-03-01,115.73,848.179993,937.54,1.23,183.9,99.3854,0.0302,27.92,3.81,-0.4225,5.85E+12,5.9,0.55,-2.08,1.8,-0.69,1.09,13.40195465,12.18301093,0.217585495
2003-04-01,114.83,916.919983,935.1038,1.24,183.2,99.80949,0.0222,28.05,3.96,-0.5125,5.89E+12,6,1.06,1.03,-4.57,1.14,8.22,15.34732655,16.04183892,0.700602677
2003-05-01,109.83,963.590027,924.0931,1.22,182.9,100.2276,0.0206,28.24,3.57,-0.59,5.95E+12,6.1,4.83,-0.29,-6.92,3.22,6.05,21.87280851,12.31668162,2.703958127
2003-06-01,109.7,974.5,917.4002,1.04,183.1,100.3802,0.0211,28.6,3.33,-0.5925,5.98E+12,6.3,1.68,0.68,0.55,-0.33,1.42,4.184859786,5.748340209,0.087790137
2003-07-01,111.2,990.309998,921.4766,1.05,183.7,100.3824,0.0211,27.65,3.98,-0.5975,6.03E+12,6.2,4.73,-1.13,-4.17,1.87,2.35,7.982183679,5.82476092,0.360553984
2003-08-01,113,1008.01001,909.6886,1.08,184.5,100.295,0.0216,26.57,4.45,-0.572,6.09E+12,6.1,2.54,2.03,-2.46,2.2,2.34,6.885864014,6.680017456,0.254817592
2003-09-01,111.63,995.969971,899.8921,1.08,185.1,100.2604,0.0232,26.42,4.27,-0.5625,6.06E+12,6.1,0.52,0.01,1.34,0.31,-1.24,10.25327616,9.489866807,1.917841218
2003-10-01,108.61,1050.709961,886.9382,1.1,184.9,100.4053,0.0204,24.75,4.29,-0.596,6.05E+12,6,2.64,1.77,-1.59,1.55,6.08,4.22708837,3.742475905,0.101993495
2003-11-01,107.9,1058.199951,881.7904,1.11,185,100.6909,0.0177,23.15,4.3,-0.6275,6.06E+12,5.8,2.21,1.85,0.08,1.67,1.35,2.086625752,2.08758291,0.074099568
2003-12-01,105.75,1111.920044,883.6138,1.1,185.5,100.9872,0.0188,22.17,4.27,-0.645,6.05E+12,5.7,-2.69,2.41,0,0.97,4.29,5.64230832,5.641645517,0.244865409
2004-01-01,104.05,1131.130005,876.4184,1.06,186.3,101.2603,0.0193,22.73,4.15,-0.682,6.06E+12,5.7,2.54,1.97,-3.53,3.4,2.15,12.01840814,11.56467231,2.600943676
2004-02-01,104.82,1144.939941,874.578,1.05,186.7,101.1493,0.0169,22.46,4.08,-0.715,6.10E+12,5.6,-0.91,0.5,2.28,-1.34,1.4,1.693162902,2.324211178,0.015859842
2004-03-01,106.5,1126.209961,869.3982,1.05,187.1,100.9852,0.0174,21.61,3.83,-0.72,6.14E+12,5.8,2.11,0.22,1.5,-1.04,-1.32,11.77474623,10.7292225,1.765973317
2004-04-01,107.63,1107.300049,864.5074,1.08,187.4,100.8179,0.0229,21.23,4.35,-0.71,6.18E+12,5.6,-2.19,-2.62,3.31,-2.8,-1.83,8.194900667,5.860316094,0.598175074
2004-05-01,109.87,1120.680054,862.8686,1.2,188.2,100.7413,0.0305,20.14,4.72,-0.675,6.26E+12,5.6,-0.4,-0.39,-0.97,-0.08,1.17,10.00442248,7.232998247,0.923124688
2004-06-01,108.69,1140.839966,869.1784,1.46,188.9,100.8762,0.0327,20.17,4.73,-0.6725,6.26E+12,5.6,2.57,1.39,1.12,-0.41,1.86,5.251008108,5.51009074,0.23294649
2004-07-01,107.65,1101.719971,878.0782,1.57,189.1,100.9851,0.0299,19.51,4.5,-0.674,6.27E+12,5.5,-3.02,4.12,5.08,-1.62,-4.06,26.012753,21.46897066,5.224340048
2004-08-01,107.8,1104.23999,883.0326,1.68,189.2,100.9609,0.0265,19.03,4.28,-0.655,6.30E+12,5.4,-1.27,1.02,1.3,-1.43,0.08,8.658179268,7.435059645,0.564523074
2004-09-01,107.23,1114.579956,886.8249,1.86,189.8,100.8447,0.0254,19.35,4.13,-0.6575,6.33E+12,5.4,3.29,-0.25,-1.34,-1.89,1.6,7.221607395,8.664408709,0.428784431
2004-10-01,105.49,1130.199951,889.2947,2.04,190.8,100.7575,0.0319,19.25,4.1,-0.672,6.36E+12,5.5,0.29,-0.62,-0.07,0.4,1.43,7.346251203,3.510084908,0.298767812
2004-11-01,101.96,1173.819946,897.6319,2.26,191.7,100.8203,0.0352,20.05,4.19,-0.6875,6.39E+12,5.4,4.13,1.8,-1.06,-0.22,4.54,9.058203085,5.686017334,0.390189739
2004-12-01,100.22,1211.920044,906.4231,2.45,191.7,100.953,0.0326,20.48,4.23,-0.7,6.41E+12,5.4,0.01,-0.07,-1.26,0.51,3.43,6.608611393,6.42866771,0.409353859
2005-01-01,101.54,1181.27002,921.4741,2.61,191.6,100.9386,0.0297,19.99,4.22,-0.685,6.41E+12,5.3,-1.11,1.96,3.05,-1.37,-2.76,11.06281471,9.531098945,0.97383708
2005-02-01,102.24,1203.599976,931.8712,2.77,192.4,100.7864,0.0301,20.11,4.17,-0.68,6.42E+12,5.4,-0.3,1.64,1.2,-0.06,1.89,6.88729268,8.661702783,0.115374089
2005-03-01,101.53,1180.589966,945.8578,2.97,193.1,100.5621,0.0315,19.84,4.5,-0.6775,6.43E+12,5.2,-1.4,1.59,0.47,1.11,-1.97,9.697984307,9.130403867,1.619410167
2005-04-01,103.26,1156.849976,958.5723,3.09,193.7,100.3778,0.0351,19.02,4.34,-0.638,6.44E+12,5.2,-4.02,-0.35,0.96,-0.9,-2.61,14.53492701,12.44512911,1.319894421
2005-05-01,103.77,1191.5,968.6685,3.22,193.6,100.4443,0.028,18.93,4.14,-0.585,6.46E+12,5.1,2.72,-0.81,-1.31,0.28,3.65,3.705839767,2.181379489,0.092452772
2005-06-01,105.18,1191.329956,975.0906,3.38,193.7,100.6889,0.0253,19,4,-0.59,6.49E+12,5,3.26,2.63,0.98,-0.53,0.57,8.596073494,6.662207851,0.306407852
2005-07-01,106.26,1234.180054,989.5712,3.57,194.9,100.5974,0.0317,19,4.18,-0.624,6.52E+12,5,2.83,-0.51,-1.19,-0.98,3.92,10.85932402,5.571841693,0.721080432
2005-08-01,105.08,1220.329956,995.8821,3.77,196.1,100.0193,0.0364,18.72,4.26,-0.615,6.56E+12,4.9,-0.86,1.27,-2.23,0.45,-1.22,5.751685905,6.346235018,0.224347788
2005-09-01,105.72,1228.810059,1000.9519,3.87,198.8,99.31667,0.0469,18.44,4.2,-0.596,6.59E+12,5,-0.31,0.76,0.49,-0.56,0.49,5.143533709,6.506875016,0.182468551
2005-10-01,107.47,1207.01001,1014.4711,4.13,199.1,99.08862,0.0435,17.64,4.46,-0.6025,6.62E+12,5,-1.41,0.23,-0.58,-1.26,-2.02,29.0433271,34.00694207,1.576849032
2005-11-01,107.83,1249.47998,1022.6131,4.31,198.1,99.46654,0.0346,18.01,4.54,-0.61,6.64E+12,5,0.8,-1.19,-0.6,-1.19,3.61,5.883009234,4.291168286,0.170285033
2005-12-01,106.3,1248.290039,1036.1708,4.45,198.1,100.0304,0.0342,18.07,4.47,-0.61,6.67E+12,4.9,-0.27,0.44,0.12,0.24,-0.25,5.566217167,5.975129036,0.12934266
2006-01-01,105.27,1280.079956,1048.8537,4.56,199.3,100.2849,0.0399,18.07,4.42,-0.6175,6.71E+12,4.7,5.77,1.12,-0.94,-0.54,3.04,9.405613414,8.291878393,0.410566113
2006-02-01,105.94,1280.660034,1058.5098,4.72,199.4,100.2373,0.036,17.8,4.57,-0.6325,6.73E+12,4.8,-0.45,-0.25,-0.7,2,-0.3,13.31570181,13.89749188,1.312153675
2006-03-01,106.52,1294.869995,1068.7226,4.88,199.7,100.1089,0.0336,17.8,4.72,-0.656,6.75E+12,4.7,3.45,0.6,-0.04,-0.5,1.46,5.771203382,2.697873807,0.146777379
2006-04-01,106.14,1310.609985,1084.9874,5.03,200.7,99.86298,0.0355,17.77,4.99,-0.68,6.79E+12,4.7,-0.83,2.6,1.15,-0.25,0.73,3.672578412,3.053233202,0.161388023
2006-05-01,103.28,1270.089966,1103.2076,5.15,201.3,99.58736,0.0417,17.46,5.11,-0.665,6.79E+12,4.6,-2.99,2.55,0.96,1.34,-3.57,14.90446296,16.94142837,1.575183027
2006-06-01,104.99,1270.199951,1118.8054,5.35,201.8,99.56707,0.0432,16.82,5.11,-0.622,6.83E+12,4.6,-0.23,0.88,1.38,-0.11,-0.35,13.490087,19.13390546,0.421598369
2006-07-01,104.99,1276.660034,1130.5394,5.46,202.9,99.60241,0.0415,16.61,5.09,-0.62,6.87E+12,4.7,-3.69,2.94,1.54,0.93,-0.78,15.56746181,10.02554707,0.463490508
2006-08-01,104.18,1303.819946,1152.2971,5.38,203.8,99.69845,0.0382,16.67,4.88,-0.6375,6.90E+12,4.7,0.44,-1.71,-1.74,2.15,2.03,8.615896918,4.109554953,0.416302289
2006-09-01,104.08,1335.849976,1151.2124,5.34,202.8,100.0066,0.0206,16.77,4.72,-0.64,6.93E+12,4.5,-1.43,0.05,0.88,0.53,1.84,11.15689308,7.853387515,1.357753642
2006-10-01,104.21,1377.939941,1161.3249,5.33,201.9,100.417,0.0131,17.14,4.73,-0.6575,6.98E+12,4.4,1.93,-0.04,-0.22,0.26,3.23,4.945358986,3.242604641,0.171989716
2006-11-01,103.02,1400.630005,1169.981,5.32,202,100.6427,0.0197,17.24,4.6,-0.6775,7.01E+12,4.5,0.81,0.07,0.09,-0.88,1.71,1.984262371,2.175240309,0.049993928
2006-12-01,101.97,1418.300049,1182.5976,5.32,203.1,100.7555,0.0254,17.38,4.56,-0.664,7.06E+12,4.4,-0.8,3.15,-0.8,2.05,0.87,6.282410064,4.781312814,0.176417711
2007-01-01,104.15,1438.23999,1192.5042,5.32,203.437,100.7868,0.0208,17.36,4.76,-0.69,7.10E+12,4.6,0.08,-0.11,0.22,0.24,1.4,2.884093867,2.311656082,0.165135258
2007-02-01,104.23,1406.819946,1205.107,5.31,204.226,100.5688,0.0242,17.49,4.72,-0.7125,7.11E+12,4.5,1.4,-0.09,-0.47,-0.74,-1.96,19.34046714,16.90640202,2.233198257
2007-03-01,104.04,1420.859985,1215.8211,5.3,205.288,100.3032,0.0278,16.92,4.56,-0.67,7.15E+12,4.4,0.07,-0.22,0.25,-0.59,0.68,8.663275248,10.13097011,0.273919051
2007-04-01,102.78,1482.369995,1226.4713,5.31,205.904,100.1331,0.0257,17.48,4.69,-0.6475,7.22E+12,4.5,-2.02,-1.15,1.02,1.01,3.49,10.49308595,6.48426046,0.449375587
2007-05-01,102.47,1530.619995,1244.4636,5.31,206.755,100.0742,0.0269,17.92,4.75,-0.6575,7.23E+12,4.4,0.28,-0.04,1.13,-1.29,3.24,2.862100421,3.091101825,0.051784844
2007-06-01,102.47,1503.349976,1263.8716,5.33,207.234,100.0344,0.0269,17.83,5.1,-0.634,7.26E+12,4.6,0.76,-1.12,0.53,0.07,-1.96,9.534783466,7.6190216,0.88839665
2007-07-01,100.99,1455.27002,1281.6461,5.32,207.603,100.0118,0.0236,18.36,5,-0.4875,7.29E+12,4.7,-2.87,-3.33,0.57,-1.04,-3.73,14.10325654,8.549890879,1.319769008
2007-08-01,100.99,1473.98999,1307.6494,5.49,207.667,99.78791,0.0197,18.02,4.67,-0.16,7.37E+12,4.6,-0.34,-2.24,-0.91,-0.56,0.92,30.18921164,32.77716059,0.536068833
2007-09-01,99.35,1526.75,1350.0489,5.46,208.547,99.53862,0.0276,19.05,4.52,-0.055,7.39E+12,4.7,-2.41,-1.86,-0.58,-3.17,3.22,9.664714897,9.022222171,1.317877993
2007-10-01,96.92,1549.380005,1374.7984,5.08,209.19,99.25085,0.0354,20.68,4.53,-0.16,7.40E+12,4.7,0.03,-2.6,-0.31,-0.1,1.8,4.857334724,6.047115687,0.103984195
2007-11-01,95.38,1481.140015,1393.7223,4.97,210.834,98.97158,0.0431,20.81,4.15,0.016,7.43E+12,4.7,-2.81,-1.18,1.88,-0.34,-4.83,21.82490677,24.36232237,0.657479811
2007-12-01,96.54,1468.359985,1417.714,5.02,211.445,98.80727,0.0408,22.35,4.1,0.245,7.46E+12,5,0.18,-0.51,0.7,-1.09,-0.87,5.29980967,5.223283388,0.1741127
2008-01-01,96.62,1378.550049,1441.0683,3.84,212.174,98.64932,0.0428,21.46,3.74,0.2525,7.49E+12,5,-0.52,3.65,1.98,2.2,-6.36,32.36794582,31.98039759,1.243660023
2008-02-01,95.84,1330.630005,1449.1852,3.06,212.687,98.26922,0.0403,21.74,3.74,0.392,7.58E+12,4.9,-0.53,-0.94,0.76,-1.06,-3.09,6.384284058,5.970148736,0.308695615
2008-03-01,93.65,1322.699951,1470.7794,2.79,213.448,97.81095,0.0398,21.81,3.51,0.6525,7.64E+12,5.1,0.75,-0.14,1.09,0.47,-0.93,23.0111491,30.55669277,0.468479311
2008-04-01,93.58,1385.589966,1490.0786,2.85,213.942,97.2944,0.0394,23.88,3.68,0.5525,7.69E+12,5,-1.15,-0.95,1.28,-2.54,4.6,11.13431419,8.32138197,0.498658391
2008-05-01,94.31,1400.380005,1491.1729,2.66,215.208,96.92352,0.0418,25.81,3.88,0.308,7.70E+12,5.4,3.22,-1.38,0.81,0.04,1.86,18.3709445,18.20248013,0.892117221
2008-06-01,95.19,1280,1498.2093,2.76,217.463,96.80689,0.0502,26.11,4.1,0.3925,7.71E+12,5.6,1.15,-2.42,4.3,-0.42,-8.44,10.78462009,10.78369357,0.597668882
2008-07-01,94.69,1267.380005,1512.0212,2.79,219.016,97.0055,0.056,25.37,4.01,0.49,7.76E+12,5.8,3.66,5.88,-0.98,1.06,-0.77,32.79635696,31.01023948,1.10934651
2008-08-01,97.29,1282.829956,1513.7113,2.79,218.69,97.25711,0.0537,26.83,3.89,0.468,7.78E+12,6.1,3.42,1.52,1.85,0.81,1.53,6.837112196,6.38627769,0.224346749
2008-09-01,99.75,1166.359985,1530.9441,3.59,218.877,97.33147,0.0494,26.48,3.69,1,7.85E+12,6.1,0.35,6.33,2.95,1.77,-9.24,47.67325009,55.47558972,1.300374798
2008-10-01,107.15,968.75,1586.5386,4.32,216.995,96.98637,0.0366,27.22,3.81,1.866,7.95E+12,6.5,-3.2,-2.89,3.6,1.91,-17.23,192.6249686,98.78889104,0.591328108
2008-11-01,108.78,896.23999,1575.5589,2.36,213.153,96.73546,0.0107,34.99,3.53,2.29,8.00E+12,6.8,-3.88,-6.02,4.83,2.72,-7.86,88.71770914,33.56783427,0.053725394
2008-12-01,106.26,903.25,1558.8197,1.77,211.398,96.72816,0.0009,58.98,2.42,2.2575,8.18E+12,7.3,3.37,-0.25,-0.08,-1.4,1.74,13.47082459,6.525383117,0.090548822
2009-01-01,107.98,825.880005,1544.8884,1.02,211.933,96.7352,0.0003,70.91,2.52,1.86,8.26E+12,7.8,-2.01,-11.18,0.23,-1.15,-8.12,58.06350413,30.8306336,0.249986566
2009-02-01,111.57,735.090027,1532.7583,1.16,212.705,96.70974,0.0024,84.46,2.87,1.72,8.29E+12,8.3,-1.17,-7.27,1.71,-1.12,-10.1,44.99728281,35.04711821,0.625857821
2009-03-01,112.21,797.869995,1511.3268,1.07,212.495,96.90719,-0.0038,110.37,2.82,1.695,8.36E+12,8.7,0.67,3.56,-2.33,-2.22,8.95,41.76785336,38.99662062,0.439646612
2009-04-01,108.77,872.809998,1491.5976,0.89,212.709,97.34534,-0.0074,119.85,2.93,1.37,8.36E+12,9,6.71,5.53,0.28,0.14,10.19,94.72642697,64.17373306,0.354204589
2009-05-01,104.79,919.140015,1469.3793,0.57,213.022,97.72237,-0.0128,123.73,3.29,0.986,8.42E+12,9.4,-2.33,-0.23,-0.98,-2.16,5.21,55.17125427,40.92377753,1.543808687
2009-06-01,104.02,919.320007,1436.2865,0.39,214.79,97.87846,-0.0143,123.32,3.72,0.805,8.43E+12,9.5,2.32,-2.72,-1.06,-0.17,0.43,25.81681326,25.57519082,0.942348445
2009-07-01,103.63,987.47998,1395.3137,0.35,214.726,97.83424,-0.021,101.87,3.56,0.592,8.43E+12,9.5,2.44,5.28,-0.66,3.2,7.72,22.23054386,28.3996091,0.649336258
2009-08-01,101.77,1020.619995,1363.5273,0.3,215.445,97.87696,-0.0148,92.95,3.59,0.365,8.43E+12,9.6,-0.05,7.75,-3.02,3.18,3.33,35.77224434,28.4572669,0.041607271
2009-09-01,100.86,1057.079956,1337.6999,0.25,215.861,98.05085,-0.0129,83.3,3.4,0.265,8.43E+12,9.8,2.74,0.93,1.36,0.38,4.08,37.04110872,35.76847562,0.218368348
2009-10-01,99.13,1036.189941,1307.8445,0.24,216.509,98.07983,-0.0018,42.12,3.39,0.192,8.46E+12,10,-4.78,-4.18,4.18,-1.66,-2.59,27.5581716,21.88413226,2.461952695
2009-11-01,98.36,1095.630005,1290.1174,0.21,217.234,98.09354,0.0184,28.51,3.4,0.1425,8.49E+12,9.9,-2.8,-0.17,0.81,0.13,5.56,13.15307568,18.18932311,0.142843153
2009-12-01,98.55,1115.099976,1265.2664,0.22,217.347,98.2638,0.0272,21.78,3.59,0.07,8.48E+12,9.9,6.22,0,0.48,-0.07,2.75,9.716810361,12.7393786,0.117008697
2010-01-01,99.26,1073.869995,1238.7269,0.2,217.488,98.42161,0.0263,20.7,3.73,-0.028,8.45E+12,9.8,0.29,0.3,-1.39,0.46,-3.36,16.57168343,15.23064472,2.114802842
2010-02-01,100.81,1104.48999,1223.6145,0.19,217.281,98.4754,0.0214,18.91,3.69,-0.0725,8.50E+12,9.8,1.46,3.16,-0.33,1.4,3.4,11.29107157,7.00412074,0.036077327
2010-03-01,99.92,1169.430054,1210.116,0.23,217.353,98.47238,0.0231,18.91,3.73,-0.19,8.49E+12,9.9,1.79,2.11,-0.56,1.7,6.31,10.40971053,11.30392038,0.411020844
2010-04-01,99.43,1186.689941,1207.4763,0.3,217.403,98.45244,0.0224,19.01,3.85,-0.254,8.52E+12,9.9,5.04,2.81,1.1,1.69,2,4.482621314,2.764357304,0.138002509
2010-05-01,103.4,1089.410034,1196.7198,0.45,217.29,98.4512,0.0202,17.3,3.42,-0.0525,8.58E+12,9.6,0.06,-2.38,1.37,-0.22,-7.89,46.26749246,44.79084564,2.105191613
2010-06-01,104.25,1030.709961,1190.1019,0.52,217.199,98.35841,0.0105,16.15,3.2,0.05,8.60E+12,9.4,-2.49,-4.5,-0.21,-1.51,-5.56,15.50917925,13.63576072,0.768725691
2010-07-01,102.19,1101.599976,1188.9424,0.41,217.605,98.08073,0.0124,15.72,3.01,-0.06,8.61E+12,9.4,0.09,-0.26,0.24,2.02,6.93,12.53640798,6.368683999,0.328525796
2010-08-01,101.03,1049.329956,1187.8411,0.32,217.923,97.91136,0.0115,15.47,2.7,-0.1,8.66E+12,9.5,-3.1,-1.95,0.72,-1.69,-4.77,13.02845804,10.50301923,0.046540155
2010-09-01,99.92,1141.199951,1185.9536,0.28,218.275,97.86177,0.0114,15.61,2.65,-0.1175,8.69E+12,9.5,3.72,-3.13,-0.21,0.47,9.54,19.39691191,12.00889308,0.975327977
2010-10-01,96.14,1183.26001,1184.9042,0.27,219.035,97.95786,0.0117,15.9,2.54,-0.202,8.74E+12,9.4,0.78,-2.6,1.3,-0.23,3.88,14.32113636,5.560050749,0.099845948
2010-11-01,96.34,1180.550049,1187.0883,0.27,219.59,98.20888,0.0114,15.88,2.76,-0.2225,8.76E+12,9.8,3.6,-0.9,0.24,1.64,0.6,13.39205582,6.907074373,0.503821029
2010-12-01,97.31,1257.640015,1192.4544,0.3,220.472,98.45358,0.015,16.05,3.29,-0.246,8.79E+12,9.3,0.95,3.82,-3.65,3.22,6.82,19.76950934,14.16919694,0.63207221
2011-01-01,96.33,1286.119995,1196.0395,0.29,221.187,98.5592,0.0163,16.3,3.39,-0.32,8.83E+12,9.1,-2.42,0.82,-0.89,0.69,1.99,19.17221068,16.28722999,3.343115017
2011-02-01,95.52,1327.219971,1199.7777,0.28,221.898,98.51135,0.0211,16.52,3.58,-0.3225,8.87E+12,9,1.64,1.1,-1.93,0.95,3.49,9.133602804,6.573321768,0.73829221
