DATE,Real_Effective,SP500,BUSLOANS,Month_3,CPIAUCSL,CCI,Inflation,Housing,long_term,NFCI,M3,Unemployment_Rate,SMB,HML,RMW,CMA,Mkt_minus_RF,F_D,E_D,C_D
2011-03-01,94.65,1325.829956,1206.9258,0.28,223.046,98.27373,0.0268,16.04,3.41,-0.3075,8.92E+12,9,2.67,-1.58,1.64,-0.03,0.45,9.602552411,8.950380767,0.6765382
2011-04-01,93.14,1363.609985,1214.8129,0.23,224.093,98.21675,0.0316,16.21,3.46,-0.36,8.98E+12,9.1,-0.51,-2.52,1.09,-0.84,2.9,8.886782995,6.29139161,0.565621434
2011-05-01,93.36,1345.199951,1228.9047,0.21,224.806,98.20144,0.0357,16.12,3.17,-0.3325,9.03E+12,9,-0.69,-2.08,2.02,-1.5,-1.27,11.09621598,11.44542338,1.388568595
2011-06-01,93.59,1320.640015,1233.6051,0.22,224.806,97.90172,0.0356,15.35,3,-0.3,9.11E+12,9.1,0.11,-0.32,2.38,-1.45,-1.75,17.82056601,16.57154965,2.50842542
2011-07-01,92.94,1292.280029,1244.2791,0.24,225.395,97.33896,0.0363,15.61,3,-0.254,9.30E+12,9,-1.34,-1.21,2.43,-1.76,-2.36,13.02738785,11.51700572,1.609228719
2011-08-01,93.75,1218.890015,1263.3391,0.29,226.106,96.85862,0.0377,13.79,2.3,-0.0125,9.52E+12,9,-3.2,-2.48,3.2,-0.24,-5.99,73.06388713,43.02861531,0.450497377
2011-09-01,97.04,1131.420044,1269.7254,0.33,226.597,96.79309,0.0387,13.5,1.98,0.146,9.54E+12,9,-3.78,-1.41,1.85,0.28,-7.59,22.0906519,12.48650926,0.820801528
2011-10-01,97.94,1253.300049,1280.087,0.37,226.75,97.01907,0.0353,13.88,2.15,0.105,9.57E+12,8.8,3.57,-0.18,-1.87,-0.88,11.35,9.45098216,7.428536945,0.415266418
2011-11-01,98.49,1246.959961,1292.885,0.41,227.169,97.44996,0.0339,14.1,2.01,0.105,9.61E+12,8.6,-0.26,-0.34,1.79,1.53,-0.28,10.90578366,6.200360398,0.07673614
2011-12-01,99.08,1257.599976,1303.8461,0.49,227.223,97.98296,0.0296,14.3,1.98,0.072,9.65E+12,8.5,-0.44,1.77,0.8,2.4,0.74,21.53623357,12.27278268,0.475497267
2012-01-01,99.16,1312.410034,1321.3351,0.4,227.842,98.43735,0.0293,14.87,1.97,-0.1,9.73E+12,8.3,2.16,-1.13,-1.81,-1.4,5.05,39.2583158,16.13453639,1.102396969
2012-02-01,97.27,1365.680054,1344.4506,0.3,228.329,98.69067,0.0287,15.37,1.97,-0.195,9.77E+12,8.3,-1.63,0.08,-0.19,-0.1,4.42,54.9205649,26.86914206,3.967235731
2012-03-01,98.06,1408.469971,1351.0649,0.29,228.807,98.81274,0.0265,15.69,2.17,-0.26,9.82E+12,8.2,-0.45,0.92,-0.33,0.82,3.11,30.37690118,14.95838907,0.89390024
2012-04-01,98.45,1397.910034,1368.4692,0.29,229.187,98.84696,0.023,15.7,2.05,-0.29,9.87E+12,8.2,-0.59,-0.48,1.12,0.67,-0.85,11.95999702,8.69473812,0.642017628
2012-05-01,100.49,1310.329956,1378.9099,0.29,228.713,98.79201,0.017,15.22,1.8,-0.2075,9.90E+12,8.2,-0.09,-0.59,2.28,2.39,-6.19,17.98074836,10.05020997,2.708108915
2012-06-01,101.95,1362.160034,1397.9694,0.32,228.524,98.59077,0.0166,15.05,1.62,-0.166,9.97E+12,8.2,0.95,0.44,-1.24,0.34,3.89,12.23915984,11.63406817,0.104662849
2012-07-01,101.11,1379.319946,1413.7062,0.3,228.59,98.51987,0.0141,15.55,1.53,-0.2425,1.00E+13,8.2,-2.68,-0.27,1.11,0.13,0.79,4.706754754,4.178286423,0.044949056
2012-08-01,100.16,1406.579956,1425.8603,0.26,229.918,98.68707,0.0169,16.14,1.68,-0.302,1.01E+13,8.1,0.44,1.31,-1.26,-0.73,2.55,9.498382648,6.599957323,1.74717317
2012-09-01,98.21,1440.670044,1434.3848,0.24,231.015,98.99838,0.0199,16.69,1.72,-0.375,1.02E+13,7.8,0.66,1.53,-1.38,1.59,2.73,5.120131979,2.005764366,0.219411357
2012-10-01,97.79,1412.160034,1449.236,0.23,231.638,99.22163,0.0216,16.62,1.75,-0.4325,1.03E+13,7.8,-0.81,3.79,-1.39,2.28,-1.76,5.361251694,4.416139624,0.751768231
2012-11-01,98.4,1416.180054,1457.2492,0.23,231.249,99.1366,0.0176,16.12,1.65,-0.44,1.03E+13,7.7,0.36,-0.97,0.68,0.91,0.78,10.11145434,6.786915942,0.884839025
2012-12-01,97.2,1426.189941,1474.4952,0.24,231.221,98.8079,0.0174,16.44,1.72,-0.47,1.04E+13,7.9,1.87,3.58,-1.98,0.86,1.18,3.937842567,4.021566596,0.199942831
2013-01-01,97.94,1498.109985,1484.9719,0.23,231.679,98.68152,0.0159,17.03,1.91,-0.5175,1.05E+13,8,0.56,0.95,-1.64,1.47,5.57,11.64367286,8.435007934,1.684899508
2013-02-01,99.32,1514.680054,1491.4968,0.22,232.937,98.78289,0.0198,17.32,1.98,-0.5225,1.05E+13,7.7,-0.38,0.03,-0.69,0.48,1.29,6.423777346,5.638901667,0.358235084
2013-03-01,100.48,1569.189941,1499.9293,0.21,232.282,98.9471,0.0147,17.68,1.96,-0.532,1.05E+13,7.5,0.83,-0.3,0.17,1.31,4.03,12.12249222,8.325548735,1.798912203
2013-04-01,100.01,1597.569946,1507.2717,0.2,231.797,99.15591,0.0106,17.69,1.76,-0.58,1.06E+13,7.6,-2.3,0.62,0.07,0.47,1.55,11.45011084,12.12407077,0.540094625
2013-05-01,100.97,1630.73999,1510.3513,0.2,231.893,99.48898,0.0136,18.25,1.93,-0.582,1.06E+13,7.5,2.06,2.6,-1.66,-0.78,2.8,14.79250077,7.837642675,1.784869987
2013-06-01,101.58,1606.280029,1521.8073,0.19,232.445,99.66118,0.0175,17.8,2.3,-0.5425,1.07E+13,7.5,1.35,-0.17,-0.44,-0.01,-1.2,19.86719614,14.53519048,1.281848746
2013-07-01,102.31,1685.72998,1531.8474,0.14,232.9,99.62407,0.0196,18.12,2.58,-0.55,1.07E+13,7.3,1.8,0.56,-1.46,0.56,5.65,9.919388447,6.177191275,0.494682568
2013-08-01,101.6,1632.969971,1533.3723,0.12,233.456,99.34755,0.0152,17.91,2.74,-0.556,1.08E+13,7.2,-0.01,-2.78,0.62,-2.16,-2.71,14.67497968,8.724913617,1.563395292
2013-09-01,101.16,1681.550049,1539.9217,0.11,233.544,98.97234,0.0118,17.88,2.81,-0.5625,1.08E+13,7.2,2.67,-1.19,-0.73,-1.32,3.77,3.737960758,2.299070551,0.067277282
2013-10-01,99.73,1756.540039,1549.1465,0.12,233.669,98.74038,0.0096,17.86,2.62,-0.62,1.09E+13,7.2,-1.53,1.14,2.7,0.87,4.18,6.196093834,7.698172121,0.25861853
2013-11-01,100.32,1805.810059,1558.494,0.12,234.1,98.83932,0.0124,18.15,2.72,-0.68,1.10E+13,6.9,1.33,0.24,0.14,0.05,3.12,4.491031119,3.383316758,0.219905126
2013-12-01,100.29,1848.359985,1574.3372,0.14,234.719,99.13837,0.015,18.04,2.9,-0.7025,1.10E+13,6.7,-0.53,-0.31,-0.52,0.07,2.81,2.168652593,1.663301581,0.047000673
2014-01-01,101.95,1782.589966,1586.6217,0.12,235.288,99.30859,0.0158,18.15,2.86,-0.702,1.11E+13,6.6,0.57,-2.09,-3.99,-1.4,-3.32,15.56965108,11.05689004,2.770564618
2014-02-01,101.98,1859.449951,1619.8687,0.13,235.547,99.37762,0.0113,18.06,2.71,-0.72,1.11E+13,6.7,0.15,-0.4,-0.26,-0.41,4.65,11.18119489,11.02614547,0.291389336
2014-03-01,101.69,1872.339966,1634.23,0.12,236.028,99.40939,0.0151,18.48,2.72,-0.74,1.12E+13,6.7,-1.17,5.09,2.16,1.9,0.43,8.904092555,6.790998783,0.962964367
2014-04-01,101.07,1883.949951,1651.0168,0.12,236.468,99.4813,0.0195,18.35,2.71,-0.7375,1.12E+13,6.2,-4.15,1.14,3.48,1.07,-0.19,6.078714798,7.467844866,0.317122609
2014-05-01,100.9,1923.569946,1663.7002,0.11,236.918,99.46788,0.0213,18.46,2.56,-0.74,1.13E+13,6.3,-1.89,-0.27,0.1,-1.08,2.06,4.368294889,5.604326234,0.059626947
2014-06-01,101.29,1960.22998,1676.9407,0.11,237.231,99.44187,0.0207,18.88,2.6,-0.765,1.14E+13,6.1,3.1,-0.74,-1.97,-1.91,2.61,4.978452908,5.124424489,0.223008303
2014-07-01,101.25,1930.670044,1694.979,0.13,237.498,99.43381,0.0199,18.96,2.54,-0.765,1.14E+13,6.2,-4.25,0.01,0.94,0.47,-2.04,11.71874678,8.916003026,2.865835512
2014-08-01,102.34,2003.369995,1712.2083,0.13,237.46,99.52728,0.017,18.68,2.42,-0.74,1.15E+13,6.1,0.29,-0.59,-0.63,-0.7,4.24,11.75299201,7.005463227,2.057507584
2014-09-01,104.17,1972.290039,1725.4866,0.12,237.477,99.72856,0.0166,18.81,2.53,-0.7175,1.15E+13,5.9,-3.79,-1.23,1.13,-0.51,-1.97,7.177302386,6.699417655,2.01438021
2014-10-01,105.59,2018.050049,1729.6508,0.12,237.43,100.0115,0.0166,18.5,2.3,-0.696,1.16E+13,5.7,3.78,-1.7,-0.47,-0.17,2.52,16.97215194,11.06736272,0.018435345
2014-11-01,107.34,2067.560059,1751.3694,0.13,236.983,100.3587,0.0132,19.75,2.33,-0.6975,1.16E+13,5.8,-2.31,-3,1.4,0.18,2.55,15.16855009,5.344281811,1.019269385
2014-12-01,109.58,2058.899902,1773.3445,0.15,236.252,100.7437,0.0076,20.08,2.21,-0.6575,1.17E+13,5.6,2.88,2.06,-1.16,0.88,-0.06,16.11224044,12.56091056,0.936572226
2015-01-01,112.7,1994.98999,1791.2947,0.16,234.747,101.0031,-0.0009,20.02,1.88,-0.586,1.17E+13,5.7,-0.87,-3.48,1.67,-1.67,-3.11,16.91364311,13.21999997,0.7897359
2015-02-01,114.79,2104.5,1807.8646,0.15,235.342,101.0053,-0.0003,20.77,1.98,-0.5875,1.19E+13,5.5,0.21,-1.81,-1.07,-1.75,6.13,11.59195463,6.619716142,1.239302503
2015-03-01,117.54,2067.889893,1834.4825,0.14,235.976,100.9106,-0.0007,20.96,2.04,-0.6425,1.19E+13,5.4,3.04,-0.46,0.1,-0.51,-1.12,21.12484716,8.656797126,1.297138399
2015-04-01,116.97,2085.51001,1847.9465,0.13,236.222,100.8568,-0.002,21.42,1.94,-0.6775,1.19E+13,5.4,-3.03,1.85,-0.15,-0.49,0.59,11.05156451,9.091105711,1.623572373
2015-05-01,115.83,2107.389893,1863.7503,0.15,237.001,100.778,-0.0004,21.92,2.2,-0.666,1.19E+13,5.6,0.77,-1.37,-1.72,-0.74,1.36,8.707072254,13.31469187,0.020110278
2015-06-01,117.07,2063.110107,1880.6752,0.18,237.657,100.7918,0.0012,22.12,2.36,-0.6725,1.20E+13,5.3,2.86,-0.79,0.5,-1.47,-1.53,15.71070421,14.70134886,1.424790777
2015-07-01,119.92,2103.840088,1890.053,0.19,238.034,100.6792,0.0017,22.4,2.32,-0.662,1.20E+13,5.2,-4.55,-4.12,0.04,-2.56,1.54,6.694433255,6.472816597,0.920334171
2015-08-01,121.07,1972.180054,1904.204,0.26,238.033,100.4933,0.002,22.15,2.17,-0.59,1.21E+13,5.1,0.4,2.66,0.76,1.25,-6.04,34.08679124,25.28140991,1.800102343
2015-09-01,121.05,1920.030029,1914.847,0.27,237.498,100.3257,-0.0004,21.45,2.17,-0.545,1.22E+13,5,-2.78,0.53,1.81,-0.51,-3.08,20.58681719,17.77500379,0.425235089
2015-10-01,119.69,2079.360107,1927.7815,0.25,237.733,100.3544,0.0017,22.68,2.07,-0.584,1.22E+13,5,-2.16,-0.07,0.82,0.43,7.75,11.76372428,9.461906945,1.697026593
2015-11-01,122.14,2080.409912,1945.7834,0.3,238.017,100.4687,0.005,23.67,2.26,-0.6025,1.23E+13,5.1,3.35,-0.51,-2.57,-1.1,0.56,5.053543602,3.547067059,0.208982819
2015-12-01,122.69,2043.939941,1952.8852,0.54,237.761,100.564,0.0073,23.74,2.24,-0.5425,1.23E+13,5,-2.99,-2.59,0.31,0.13,-2.17,8.740897833,4.218374702,0.082642727
2016-01-01,126,1940.23999,1963.2389,0.57,237.827,100.5768,0.0137,22.18,2.09,-0.476,1.25E+13,4.9,-3.42,2.08,2.6,3.02,-5.77,8.656050334,5.102191965,0.147965459
2016-02-01,124.48,1932.22998,1986.6858,0.54,237.514,100.5402,0.0102,22.02,1.78,-0.4675,1.25E+13,4.9,0.95,-0.5,3.28,2.05,-0.07,19.00141684,13.52229286,0.625780052
2016-03-01,121.62,2059.73999,2018.708,0.55,237.99,100.5011,0.0085,23.39,1.89,-0.515,1.26E+13,5,1.09,1.16,0.81,-0.02,6.96,16.95880604,8.004933692,0.548051061
2016-04-01,119.56,2065.300049,2034.1273,0.55,238.835,100.5227,0.0113,23.97,1.81,-0.544,1.27E+13,5,1.17,3.26,-2.88,1.97,0.92,14.01717875,13.38801307,0.6881272
2016-05-01,121.25,2096.949951,2049.1419,0.57,239.44,100.6428,0.0102,23.81,1.81,-0.545,1.28E+13,4.8,-0.71,-1.81,-1.01,-2.55,1.78,16.44215244,14.90892701,0.792773908
2016-06-01,121.95,2098.860107,2052.316,0.55,240.144,100.6212,0.01,23.97,1.64,-0.5175,1.28E+13,4.9,0.49,-1.47,1.19,1.92,-0.05,11.90464521,12.74645338,0.647335239
2016-07-01,122.69,2173.600098,2059.2088,0.62,240.111,100.4773,0.0083,24.52,1.5,-0.52,1.29E+13,4.8,2.64,-1.11,1.33,-1.24,3.95,7.745409437,8.833317241,0.062368475
2016-08-01,121.34,2170.949951,2053.0085,0.73,240.595,100.3733,0.0106,24.57,1.56,-0.5575,1.30E+13,4.9,1.72,3.34,-1.33,-0.39,0.5,26.73348966,24.73234326,4.423056767
2016-09-01,122.45,2168.27002,2069.2568,0.75,241.068,100.3545,0.0146,24.22,1.63,-0.532,1.30E+13,5,1.74,-1.49,-2.29,-0.08,0.25,16.56046017,12.07765686,0.299425587
2016-10-01,123.5,2126.149902,2081.6493,0.72,241.641,100.4299,0.0164,23.57,1.76,-0.5375,1.31E+13,4.9,-4.01,4.16,1.19,0.24,-2.02,21.84400506,18.42093892,2.176200018
2016-11-01,126.96,2198.810059,2088.1788,0.71,241.993,100.753,0.0169,23.35,2.14,-0.595,1.32E+13,4.7,6.81,8.29,-0.1,3.7,4.86,8.354614088,5.918206851,0.157011262
2016-12-01,129.35,2238.830078,2082.7886,0.87,242.712,101.0842,0.0207,23.76,2.49,-0.636,1.32E+13,4.7,0.41,3.58,0.99,-0.3,1.82,14.49752482,14.58214623,0.785983186
2017-01-01,130.07,2278.870117,2080.5398,0.9,243.717,101.2296,0.025,23.59,2.43,-0.6575,1.33E+13,4.7,-1.28,-2.78,-0.01,-0.95,1.94,5.225781456,2.933531326,0.209581386
2017-02-01,127.57,2363.639893,2081.1129,0.87,244.028,101.2175,0.0274,23.68,2.42,-0.6775,1.33E+13,4.6,-2.13,-1.79,0.78,-1.72,3.57,16.68187678,6.485452986,2.480695315
2017-03-01,126.22,2362.719971,2065.8543,0.98,243.721,101.1875,0.0238,23.6,2.48,-0.668,1.34E+13,4.4,0.78,-3.17,0.68,-1,0.17,8.029688603,7.113169365,0.86172515
2017-04-01,124.87,2384.199951,2069.9082,1.03,244.058,101.1487,0.022,23.24,2.3,-0.665,1.35E+13,4.4,0.49,-1.87,2,-1.55,1.09,4.67277161,3.313664184,0.413149446
2017-05-01,124.2,2411.800049,2074.4985,1.05,243.926,101.0788,0.0187,23.31,2.3,-0.695,1.35E+13,4.4,-3.05,-3.78,1.21,-1.88,1.06,2.647847642,2.363703765,0.159923958
2017-06-01,122.14,2423.409912,2076.5342,1.16,244.179,100.975,0.0163,23.4,2.19,-0.736,1.36E+13,4.3,2.48,1.35,-2.01,-0.07,0.78,8.124345108,6.87532389,2.882346359
2017-07-01,119.83,2470.300049,2079.9233,1.22,244.328,100.9347,0.0173,23.36,2.32,-0.755,1.36E+13,4.3,-1.59,-0.29,-0.71,-0.15,1.87,6.53512053,6.279302658,2.682774186
2017-08-01,118.39,2471.649902,2088.3091,1.25,245.304,101.0294,0.0194,23.16,2.21,-0.755,1.37E+13,4.4,-1.85,-2.24,0.28,-2.42,0.16,3.061351132,2.797524592,0.602827309
2017-09-01,117.74,2519.360107,2102.5978,1.25,246.445,101.1479,0.0223,23.28,2.2,-0.752,1.37E+13,4.2,4.84,3.03,-1.18,1.63,2.51,2.332968091,2.087452148,0.029896835
2017-10-01,120.22,2575.26001,2106.7211,1.26,246.57,101.2947,0.0204,23.67,2.36,-0.785,1.38E+13,4.1,-1.97,-0.05,1.04,-3.33,2.25,1.764031654,2.117403829,0.032486221
2017-11-01,120.28,2584.840088,2103.9112,1.32,247.333,101.275,0.022,23.81,2.35,-0.8075,1.38E+13,4.2,-0.43,-0.04,3.12,0,3.12,3.63996727,2.667865877,0.102578717
2017-12-01,119.7,2673.610107,2102.8654,1.54,247.847,101.194,0.0211,24.25,2.4,-0.802,1.38E+13,4.1,-1.04,0.14,0.65,1.65,1.06,5.329613778,3.489063514,1.042759669
2018-01-01,117.77,2823.810059,2106.1766,1.63,248.816,101.2227,0.0207,24.97,2.58,-0.795,1.39E+13,4.1,-3.15,-1.37,-0.5,-0.89,5.58,6.664743225,8.027477614,0.201211708
2018-02-01,116.82,2713.830078,2109.3436,1.78,249.475,101.3792,0.0221,23.82,2.86,-0.765,1.39E+13,4.1,0.32,-1.19,0.52,-2.25,-3.65,42.42139625,33.19923735,3.116209011
2018-03-01,117.07,2640.870117,2124.2163,2.08,249.413,101.4763,0.0236,23.41,2.84,-0.722,1.40E+13,4,3.54,-0.12,-0.51,0,-2.35,16.83435245,15.57153097,1.849513627
2018-04-01,117.13,2648.050049,2171.4354,2.2,249.957,101.4275,0.0246,22.53,2.87,-0.725,1.40E+13,4,0.97,0.54,-2.09,1.18,0.29,9.597528562,8.101219013,0.15344323
2018-05-01,121.26,2705.27002,2177.3723,2.16,250.64,101.345,0.028,22.49,2.98,-0.7525,1.41E+13,3.8,4.72,-3.16,-1.95,-1.42,2.65,14.09983755,11.1701203,0.596635761
2018-06-01,123.39,2718.370117,2195.6049,2.19,251.176,101.2893,0.0287,22.49,2.91,-0.746,1.41E+13,4,0.86,-2.38,0.71,0.33,0.48,6.181122127,4.554839402,0.172178608
2018-07-01,122.1,2816.290039,2210.1171,2.17,251.482,101.2591,0.0295,22.33,2.89,-0.75,1.42E+13,3.8,-1.92,0.43,1.61,0.43,3.19,13.54135852,10.27474157,1.102618392
2018-08-01,121.93,2901.52002,2214.6766,2.19,251.905,101.2699,0.027,22.37,2.89,-0.788,1.42E+13,3.8,0.65,-4.08,-0.28,-2.5,3.44,8.847102212,7.148871829,0.074874631
2018-09-01,121.71,2913.97998,2223.1012,2.24,252.261,101.3499,0.0228,22.25,3,-0.8,1.42E+13,3.7,-2.52,-1.3,0.59,1.24,0.06,4.185148991,3.713066914,0.36574869
2018-10-01,122.56,2711.73999,2238.2661,2.37,252.777,101.3328,0.0252,21.25,3.15,-0.79,1.42E+13,3.8,-4.51,3.44,0.87,3.45,-7.68,28.70867341,25.58688254,3.854465686
2018-11-01,124.47,2760.169922,2266.9087,2.56,252.662,101.228,0.0218,20.67,3.12,-0.75,1.42E+13,3.7,-0.82,0.25,-0.6,0.32,1.69,10.25577878,10.40562019,0.249712743
2018-12-01,124.11,2506.850098,2298.595,2.69,252.653,101.0646,0.0191,19.39,2.83,-0.6925,1.44E+13,3.9,-3.05,-1.47,-0.13,0.16,-9.55,40.68505151,23.21740275,2.852449874
2019-01-01,122.69,2704.100098,2320.33,2.59,252.55,100.8689,0.0155,19.6,2.71,-0.705,1.44E+13,4,3.09,-0.62,-0.69,-1.36,8.41,15.49870618,7.535379279,0.653668519
2019-02-01,123,2784.48999,2328.8848,2.49,253.181,100.9207,0.0152,20.6,2.68,-0.77,1.45E+13,3.8,1.78,-2.84,0.24,-1.47,3.4,19.78885799,11.67940526,2.011014218
2019-03-01,123.69,2834.399902,2341.946,2.48,254.095,101.1297,0.0186,20.86,2.57,-0.798,1.45E+13,3.8,-3.54,-4.07,0.93,-1.02,1.1,18.53460441,10.39600936,1.046931072
2019-04-01,123.93,2945.830078,2341.8409,2.47,254.943,101.2831,0.02,21.56,2.53,-0.7975,1.46E+13,3.6,-1.13,1.93,1.75,-2.17,3.96,17.44331882,9.272177601,0.120291046
2019-05-01,124.88,2752.060059,2344.0575,2.44,255.167,101.3681,0.0179,21.15,2.4,-0.796,1.47E+13,3.6,-1.47,-2.39,-0.35,1.78,-6.94,11.15430722,9.535831243,1.729003466
2019-06-01,124.19,2941.76001,2350.2424,2.3,255.402,101.2796,0.0165,21.37,2.07,-0.7725,1.48E+13,3.7,0.37,-1.08,0.94,-0.38,6.93,16.4208426,9.735781069,2.173791146
2019-07-01,124.02,2980.379883,2357.2524,2.22,256.087,101.0584,0.0181,22.28,2.06,-0.77,1.49E+13,3.7,-1.91,0.14,-0.08,0.36,1.19,6.066867956,6.375415697,0.311168173
2019-08-01,125.64,2926.459961,2370.298,2.06,256.294,100.7716,0.0175,21.67,1.63,-0.74,1.49E+13,3.7,-3.3,-4.99,0.37,-0.96,-2.58,26.81635514,20.27332437,0.363878584
2019-09-01,125.8,2976.73999,2362.6229,2.03,256.593,100.7578,0.0171,22.44,1.7,-0.7025,1.50E+13,3.5,0.32,6.71,1.97,3.55,1.44,9.790117734,9.094485079,1.157233572
2019-10-01,125.04,3037.560059,2353.7539,1.88,257.229,100.9206,0.0176,22.41,1.71,-0.71,1.52E+13,3.6,0.21,-2.07,0.43,-0.96,2.06,6.285979086,6.057883229,1.079206975
2019-11-01,124.78,3140.97998,2359.4105,1.77,257.824,101.1357,0.0205,23.36,1.81,-0.75,1.53E+13,3.5,0.5,-1.86,-1.5,-1.29,3.87,10.34345183,5.163398018,0.202113855
2019-12-01,123.67,3230.780029,2351.6909,1.76,258.444,-0.0009,0.0229,1.86,-0.7625,1.53E+13,3.5,0.96,1.83,0.21,1.31,2.77,13.82039758,18.54691799,10.31162811,2.779269421
